Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Losses/Q1 Loss,Losses/Q2 Loss,Policy/Entropy Coeff
915000,13.05803,4.4828687,0.0003,-2.4649600110715255,1214.5,-2.4649599716067314,0.22583704,-13.300606,0.10567982,0.105548315,0.005222988
920000,12.873956,4.452632,0.00029999999,-1.3284681187942624,326.875,-1.328468102728948,0.27426204,-13.183717,0.13134873,0.13130654,0.0050901687
925000,13.149709,4.6823726,0.00029999999,-1.5951462195565302,375.0,-1.5951462388038635,0.3103127,-13.11443,0.1520564,0.15175994,0.005010092
930000,12.923158,4.4077,0.0003,-2.079706217069179,811.0,-2.0797062277793885,0.3186675,-13.040083,0.15646656,0.15656367,0.0049546096
935000,12.832244,4.3579974,0.00029999996,-1.9965418849422254,714.8947368421053,-2.0289230110744634,0.14984626,-13.013494,0.07120682,0.07131887,0.0048839673
940000,12.665675,4.362175,0.00029999999,-1.428097283664661,408.2307692307692,-1.427067575177976,0.35374174,-12.90486,0.17008346,0.16976957,0.0047635906
945000,12.719551,4.37158,0.00029999999,-1.5440963487781119,392.25,-1.5440963422879577,0.31859955,-12.814602,0.15527897,0.15516238,0.0045876564
950000,12.832797,4.094884,0.00029999999,-1.709239237010479,679.6666666666666,-1.7092391898234685,0.33919168,-12.700729,0.16707677,0.1668456,0.0044531045
955000,12.670069,4.564853,0.00029999996,-1.3064982539234573,336.79411764705884,-1.3116804519386003,0.49966848,-12.652156,0.23874767,0.2398177,0.0043699075
960000,12.380077,3.7194662,0.00029999999,-1.2216420470547207,167.03703703703704,-1.210631531007864,0.6607764,-12.599671,0.31603736,0.3172637,0.0042849747
965000,12.219759,3.6935089,0.00029999999,-1.2720948948788091,204.17391304347825,-1.2858661387277686,0.6750213,-12.49548,0.3285902,0.32874393,0.0042161373
970000,12.4578085,3.9319708,0.00029999999,-1.2853017412824557,225.45,-1.284785297513008,0.9540148,-12.406274,0.47172055,0.47309977,0.0041585043
975000,12.488382,3.9167013,0.0003,-1.3013883383412446,250.57142857142858,-1.2952851032217343,0.70820755,-12.387263,0.3474849,0.34741306,0.004104025
980000,12.209363,3.8372731,0.00029999999,-1.1468990369830863,247.625,-1.1532301105120604,0.8340986,-12.287601,0.40590137,0.4058149,0.00400259
985000,12.156537,3.5878248,0.00029999996,-1.2786381005188796,246.7037037037037,-1.282898910343647,0.65978783,-12.197407,0.32352266,0.32309037,0.0038670853
990000,12.031264,3.4377332,0.00029999999,-1.1246641281827845,143.38235294117646,-1.11893347957555,0.81154275,-12.170724,0.39976737,0.39891106,0.0037662876
995000,11.827457,3.2034645,0.0003,-1.2555339247839332,177.75862068965517,-1.259106099108855,0.8038913,-12.083334,0.3955992,0.395063,0.003707522
1000000,11.66045,3.6021953,0.00029999996,-1.2116935901999981,197.13636363636363,-1.2195174921126593,0.8039328,-11.945971,0.38758057,0.38819623,0.0036440163
1005000,11.837953,3.3362188,0.00029999999,-1.3747944995528087,245.3,-1.3450306098569522,0.6952032,-11.8618555,0.34239423,0.3412981,0.0035919114
1010000,12.252227,3.4671066,0.0003,-1.8664266436050336,865.3333333333334,-1.8664266144235928,0.5688769,-11.857499,0.27626014,0.27662718,0.0035231907
1015000,12.081687,3.1220682,0.00029999996,-0.8364909053281215,644.2857142857143,-0.836490915289947,0.40020218,-11.936247,0.19757986,0.1974023,0.0034689417
1020000,12.019453,3.1820264,0.00029999999,-1.1502431922338225,386.3636363636364,-1.147922324970187,0.35195795,-12.091492,0.17315657,0.1727435,0.0034251728
1025000,11.724528,3.125421,0.00029999999,-1.333135153632611,282.0,-1.3182291554080114,0.33941492,-12.029127,0.16742022,0.16673413,0.0033429328
1030000,12.026734,3.182513,0.0003,-1.4009693767875433,207.0,-1.4009692668914795,0.29051974,-12.036414,0.14082615,0.14051348,0.0032748207
1035000,12.073849,3.1396172,0.00029999999,-0.8857334099011496,1180.0,-0.885733449831605,0.22668865,-12.022088,0.11066573,0.10995778,0.003231567
1040000,11.530263,2.7627008,0.00029999996,-1.2635023817420006,1971.6666666666667,-1.2635023805002372,0.25972584,-11.919897,0.12793057,0.12769343,0.003167924
1045000,11.762991,2.849009,0.0003,-0.9216741814743727,979.25,-0.9216741342097521,0.13209082,-11.838504,0.06451339,0.0644454,0.0030969568
1050000,11.888996,2.8645668,0.00029999999,-2.125732274260372,1447.3333333333333,-2.125732329984506,0.053089023,-11.817548,0.025888657,0.025867203,0.0030006631
1055000,11.823421,2.7270246,0.00029999996,-1.103778994642198,541.0,-1.1037791073322296,0.06207224,-11.759074,0.030212129,0.030173715,0.0029207442
1060000,11.995679,2.6507256,0.00029999999,-1.2789284273749217,1448.0,-1.2789283394813538,0.047407854,-11.731107,0.022930669,0.023055833,0.0028305955
1065000,11.63465,2.4307694,0.0003,-1.3886641312856227,277.0,-1.3886640965938568,0.05336113,-11.704443,0.025881007,0.025984934,0.0027303314
1070000,11.695636,2.339391,0.00029999999,None,None,None,0.054358453,-11.729957,0.02645885,0.026346957,0.0026576198
1075000,11.587704,2.4217432,0.00029999999,None,None,None,0.0034487855,-11.682709,0.0015226057,0.0015692477,0.002593786
1080000,11.496927,2.2320263,0.00029999999,0.47841203163261525,4201.75,0.4784120301483199,0.016631957,-11.608362,0.007952986,0.008017181,0.00251955
1085000,11.4870615,2.2921512,0.00029999999,1.4071166759822518,4981.0,1.4071166990324855,0.011234806,-11.501492,0.0054302067,0.0054892288,0.0024489197
1090000,11.383931,2.337937,0.00029999999,-1.222599555971101,590.5,-1.222599534317851,0.030797351,-11.438048,0.0148655595,0.014925105,0.0023876342
1095000,11.484805,2.4429502,0.00029999999,1.855288024933543,4616.0,1.8552880510687828,0.050142724,-11.389969,0.024098095,0.024120945,0.0023202298
1100000,11.215014,2.474727,0.00029999999,-0.8210354650393128,1968.3,-0.8210354562848806,0.05403382,-11.342539,0.026390845,0.026256436,0.0022651425
1105000,11.323976,2.6349642,0.00029999999,1.0550723740598187,2104.0,1.0550722926855087,0.1175833,-11.28469,0.056544803,0.056124017,0.0022052852
1110000,11.192482,2.5041718,0.00029999999,-1.4333148449271296,817.6666666666666,-1.4333148002624512,0.09668752,-11.238696,0.04618304,0.04601974,0.0021302204
1115000,11.252197,2.5894413,0.00029999999,None,None,None,0.060632415,-11.171942,0.030049503,0.02898218,0.0020527611
1120000,11.022245,2.2054017,0.00029999996,0.5904699786333367,4981.0,0.5904698930680752,0.08076532,-11.099065,0.039561655,0.039014086,0.002000913
1125000,10.934069,1.7834146,0.00029999999,None,None,None,0.05498871,-11.065921,0.026018882,0.026274841,0.0019673794
1130000,10.650329,1.6614907,0.00029999999,-0.7672061317134649,2368.75,-0.767206123098731,0.051019605,-10.938303,0.024332775,0.02439355,0.0019368532
1135000,10.67102,1.5591829,0.00029999999,-1.482451575808227,1199.4,-1.482451593875885,0.026475947,-10.813029,0.012786345,0.0128160305,0.0019096246
1140000,10.767709,1.566993,0.00029999999,None,None,None,0.034555394,-10.727507,0.016464308,0.016441692,0.0018767352
1145000,10.86923,1.7445531,0.00029999999,None,None,None,0.03418903,-10.6723175,0.016320165,0.016317356,0.0018343262
1150000,10.847149,1.9673758,0.00029999996,0.7028248017886654,4981.0,0.7028248235583305,0.03961095,-10.649472,0.019168405,0.019149348,0.0017922566
1155000,10.723333,1.8861201,0.0003,-2.401609281077981,1428.5,-2.4016093760728836,0.06304802,-10.653163,0.029608611,0.029606821,0.0017484106
1160000,10.524985,1.4238275,0.00029999999,-1.2812051319866442,2788.8,-1.2870828004346953,0.027517917,-10.6641655,0.013130105,0.013112413,0.0017205976
1165000,10.307204,1.2580237,0.00029999999,-1.2033195267764054,887.2857142857143,-1.206442863214761,0.06975652,-10.645281,0.033607848,0.033609435,0.001696521
1170000,10.763809,2.6649454,0.00029999996,-1.0866595786064863,583.5,-1.0866596028208733,0.104306065,-10.585106,0.04870258,0.04881822,0.0016718989
1175000,10.856514,2.4433877,0.00029999999,-0.7312186442431994,2268.5,-0.731218695640564,0.09113985,-10.611752,0.044074792,0.044086676,0.0016504936
1180000,10.77735,2.1595266,0.00029999999,None,None,None,0.11925274,-10.637894,0.05765293,0.05761661,0.001623596
1185000,10.972997,1.8348253,0.00029999999,-0.9485873798839748,1902.0,-0.9485874176025391,0.047113568,-10.6934,0.0222196,0.021825358,0.0015999193
1190000,10.698475,1.7074857,0.00029999996,None,None,None,0.033772953,-10.753123,0.01655132,0.016560812,0.001578018
1195000,10.712875,1.4218547,0.00029999999,None,None,None,0.012906093,-10.749191,0.0061837044,0.0061993687,0.0015408028
1200000,10.695065,1.1020237,0.00029999996,None,None,None,0.008550841,-10.693841,0.0041119405,0.0041410704,0.001494309
1205000,10.777696,1.062776,0.00029999999,None,None,None,0.011197136,-10.671649,0.0053820703,0.005404744,0.0014605129
1210000,10.813234,0.7469561,0.00029999999,None,None,None,0.0018752676,-10.642781,0.00087488024,0.00088842656,0.0014224212
1215000,10.824963,0.571311,0.0003,None,None,None,0.0016900905,-10.648203,0.0007686354,0.0007820493,0.0013785932
1220000,10.68304,0.36300376,0.00029999999,-3.531782407517312,4981.0,-3.531782379373908,0.0012440445,-10.678755,0.0005791502,0.00058797555,0.0013376246
1225000,10.489142,0.31025285,0.00029999996,-5.787805708037922,4981.0,-5.78780565969646,0.001155165,-10.61774,0.000538882,0.0005491158,0.0012973498
1230000,10.379341,0.38441584,0.00029999996,-7.662337772315368,4981.0,-7.662337839603424,0.0009643795,-10.544321,0.00045414362,0.0004595392,0.0012691612
1235000,10.1695,0.2951761,0.00029999999,-2.9705401793471538,4981.0,-2.9705401668325067,0.001155113,-10.42477,0.00053869147,0.0005447564,0.0012273315
1240000,10.078123,0.5538121,0.00029999999,None,None,None,0.0012844119,-10.259736,0.00058670226,0.0005941697,0.0011890027
1245000,10.16169,0.3687755,0.00029999999,-6.758266603806987,4981.0,-6.758266642689705,0.0014791776,-10.167667,0.00068111037,0.000676361,0.0011712434
1250000,10.054123,0.28888443,0.00029999996,None,None,None,0.0012907332,-10.062943,0.00059245084,0.00059615023,0.0011386618
1255000,10.143576,0.29622024,0.0003,-1.0800207532010972,3098.0,None,0.0014199561,-10.013983,0.0006658577,0.0006562515,0.0011051579
1260000,10.089114,0.5169482,0.00029999999,-1.1049675153335556,3135.0,-1.0924941878765821,0.01255176,-9.998988,0.005997846,0.00600248,0.0010766906
1265000,9.782343,0.24270523,0.00029999999,-2.672885889420286,1766.2,-2.672885888814926,0.02912977,-9.995782,0.013619876,0.013616493,0.0010475457
1270000,9.696515,0.12987672,0.0003,None,None,None,0.04449587,-9.930186,0.021398272,0.021412995,0.0010256423
1275000,9.541564,1.0834057,0.00029999999,-2.8916342789307237,2146.769230769231,-2.8916342874559073,0.063805,-9.863927,0.03059566,0.03058564,0.0010092226
1280000,9.662534,1.1511216,0.00029999999,-2.275248890533112,901.3,-2.27524888664484,0.095546044,-9.766448,0.045533508,0.04563917,0.0009956103
1285000,9.553061,1.5670882,0.00029999999,-1.219841596180279,309.63157894736844,-1.2277456091509924,0.19623846,-9.68582,0.09574189,0.09527002,0.0009833553
1290000,9.475882,1.0402212,0.00029999996,-1.2393402626621537,299.25,-1.20698601603508,0.27209988,-9.566252,0.13263008,0.13207263,0.00096602656
1295000,9.613073,0.5268597,0.00029999999,None,None,None,0.2861523,-9.555611,0.1394196,0.13883488,0.0009545723
1300000,9.42517,0.7037646,0.00029999999,-1.460525235836394,825.1,-1.4605252463370562,0.1704449,-9.508672,0.08285365,0.0827452,0.00094392296
1305000,9.357066,1.0392472,0.00029999999,-1.4590590750449337,410.25,-1.4590590558946133,0.14350905,-9.451074,0.07036133,0.07019127,0.0009285875
1310000,9.41523,1.7182715,0.00029999999,-1.2741184052164582,588.8181818181819,-1.274118393320929,0.12951127,-9.437986,0.06303061,0.06278296,0.00092272786
1315000,9.425354,1.181748,0.0003,-1.2733816538571514,696.0,-1.2733816509800298,0.1847521,-9.400698,0.08901578,0.088860855,0.00090759876
1320000,9.513925,0.48596776,0.00029999996,-1.047340657367992,191.5,-1.0473406488696735,0.15395494,-9.4012785,0.074548125,0.074221075,0.00089187484
1325000,9.544222,0.3301968,0.00029999999,-1.5558368240017444,818.3333333333334,-1.5558368588487308,0.1237031,-9.426336,0.05976449,0.059683237,0.0008823539
1330000,9.414626,0.6635801,0.00029999996,-1.6812928760191426,1059.0,-1.6812928318977356,0.07382048,-9.459855,0.036233302,0.036083788,0.00087418134
1335000,9.207046,0.4494625,0.00029999999,-1.1592700091740964,1068.2727272727273,-1.1592700637199662,0.1295175,-9.439363,0.06260028,0.06219917,0.0008621839
1340000,9.177108,0.48461995,0.0003,-1.3309474755974056,798.8461538461538,-1.3803098760545254,0.13697985,-9.371697,0.06731012,0.06719406,0.00084514916
1345000,9.074517,0.77528924,0.00029999996,-0.9979607624360748,286.4166666666667,-0.9833589438349009,0.2436287,-9.285385,0.1203563,0.12007041,0.0008301617
1350000,8.731946,0.9217258,0.00029999999,-0.9925062917949011,145.2,-0.9945559526483218,0.3162503,-9.15762,0.15551998,0.15522565,0.0008224538
1355000,8.6368065,0.77290034,0.00029999999,-1.137750571127981,104.82978723404256,-1.1326143050447424,0.42169708,-9.029412,0.2031059,0.20334935,0.00081494125
1360000,8.171056,1.146401,0.00029999999,-1.1166846240544692,79.34,-1.113998596072197,0.67504036,-8.822247,0.31861392,0.31858593,0.00081670785
1365000,8.594617,0.7683909,0.00029999999,-1.196453408776399,293.88235294117646,-1.2062344981564417,0.71880686,-8.707347,0.34609893,0.34644356,0.00082593015
1370000,8.710694,0.5231052,0.00029999999,-1.1893875910900533,162.5,-1.189387579758962,0.6921697,-8.664549,0.33465067,0.33393526,0.00082509924
1375000,8.756837,0.24196504,0.00029999999,-1.6372924053575844,625.0,-1.637292429804802,0.44890898,-8.679481,0.21550627,0.21633783,0.0008251996
1380000,8.622137,0.8364297,0.00029999999,-2.583289284647132,958.7777777777778,-2.5832892987463207,0.2839672,-8.664064,0.13712403,0.13779955,0.0008254227
1385000,8.550508,0.31025034,0.0003,-2.070832706987858,632.3333333333334,-2.0708327119549117,0.1349125,-8.688561,0.0658631,0.06582093,0.0008225549
1390000,8.73611,0.46158445,0.00029999999,-1.5575520416411262,384.6666666666667,-1.5575520197550456,0.08893282,-8.671336,0.043607358,0.043841038,0.0008160562
1395000,8.674379,0.12369573,0.00029999999,-1.3241203237324952,724.4,-1.3241202503442764,0.096214786,-8.640228,0.047267284,0.04740085,0.00080009573
1400000,8.533103,-0.40492243,0.00029999996,-1.449710029992275,269.0,-1.4497100263834,0.09004536,-8.593341,0.04407202,0.044328414,0.0007774815
1405000,8.569362,-0.7772789,0.00029999999,-2.153948996332474,872.5,-2.1539490073919296,0.039974064,-8.598988,0.019119868,0.019258562,0.000762489
1410000,8.437573,-1.0210669,0.00029999996,-3.5413997942232527,1512.75,-3.5413998253643513,0.055397082,-8.543714,0.027053006,0.027040128,0.00075173
1415000,8.398674,-1.186431,0.0003,-1.123572033829987,242.5,-1.1235720114782453,0.06465897,-8.475379,0.03147633,0.031496514,0.0007365256
1420000,8.298289,-0.88953763,0.00029999999,-3.8584901223657653,1700.8333333333333,-3.858490139245987,0.048398465,-8.379471,0.023338985,0.023370959,0.0007128936
1425000,8.10721,-0.5643371,0.00029999996,-4.241195621958468,1382.125,-4.241195598617196,0.061581198,-8.289847,0.029761966,0.02971143,0.0006894722
1430000,8.118146,0.020561922,0.00029999999,-1.305769813581719,282.0625,-1.3165708382924397,0.1265876,-8.183163,0.06266684,0.06257287,0.0006730199
1435000,8.032686,0.42601874,0.00029999999,-1.7330378136597573,454.9142857142857,-1.7296610766755682,0.15060686,-8.137792,0.07421289,0.07401734,0.0006683706
1440000,7.844461,0.09217316,0.00029999999,-1.2124487264204378,184.47368421052633,-1.2149232989177108,0.26718405,-8.047474,0.12874915,0.12846774,0.0006679622
1445000,7.860442,-0.11477179,0.00029999996,-1.4221529875704575,267.2857142857143,-1.4083293625153601,0.295028,-7.9974823,0.1430742,0.14333889,0.00066520984
1450000,7.8644567,0.33131486,0.0003,-1.3376879413228702,285.1764705882353,-1.3577400182063382,0.27942812,-7.98023,0.1357155,0.13536109,0.0006622907
1455000,7.8535886,0.16675511,0.00029999999,-1.1492497350616184,278.05263157894734,-1.1492497371999841,0.28410685,-7.924194,0.1372013,0.13690013,0.00066771085
1460000,7.466312,0.493139,0.00029999996,-1.1665826125163585,199.56,-1.15908361847202,0.31401828,-7.8797665,0.15082105,0.14989716,0.0006914923
1465000,7.6246867,-0.11762881,0.0003,-1.128334750552945,219.91304347826087,-1.1374274082481861,0.2859652,-7.808809,0.14025179,0.14028707,0.0007038394
1470000,7.732769,-0.06084527,0.00029999999,-0.9788669985098143,309.0,-1.045399248600006,0.22845526,-7.780779,0.110151775,0.110398285,0.00070819317
1475000,7.114967,-0.2394159,0.00029999999,-1.1510560262138911,223.42857142857142,-1.1008905693888664,0.24156319,-7.740706,0.118465595,0.119015746,0.00071588444
1480000,7.4693575,0.080720946,0.0003,-1.3128386362863238,262.45,-1.3186188485277326,0.24023373,-7.7008967,0.11544406,0.11580973,0.00072465546
1485000,7.5271955,0.7431935,0.00029999999,-1.2645125732191704,316.64285714285717,-1.2524917157632964,0.16947134,-7.7224445,0.08250869,0.08259166,0.00073862245
1490000,7.39853,0.50633144,0.00029999999,-1.2464552710522325,238.03846153846155,-1.251079412246192,0.18611988,-7.6822557,0.09091916,0.09085179,0.0007486288
1495000,7.1246204,0.8182823,0.00029999999,-1.2166588106953826,196.46153846153845,-1.2231351244449615,0.18338306,-7.660094,0.08769078,0.08809123,0.00075635355
1500000,7.1046963,0.55075324,0.00029999999,-1.1180781691451558,184.0,-1.1150625687802123,0.21144493,-7.592663,0.10260034,0.103207104,0.00077099033
1505000,7.1924515,0.33457565,0.0003,-1.061502446726081,257.0,-1.0461462868944458,0.20659518,-7.5080223,0.09798215,0.098261006,0.00078815187
1510000,7.08087,0.42132425,0.00029999999,-1.1428875969839283,245.65,-1.1558307721501304,0.17830883,-7.431505,0.08547578,0.08560406,0.0007910458
1515000,6.9152017,0.17432313,0.00029999996,-1.274905945777639,219.22727272727272,-1.274905945767056,0.2184978,-7.3482127,0.10453739,0.104482114,0.0007930914
1520000,7.0135345,0.42211503,0.0003,-1.296709769574756,208.72727272727272,-1.2967097688127647,0.20019615,-7.3200145,0.09680654,0.0969728,0.00079936004
1525000,6.582866,0.24735709,0.00029999996,-1.2033436435234288,247.04347826086956,-1.2033436406889688,0.14769231,-7.302575,0.07109895,0.07083055,0.00081291934
1530000,6.940821,0.38274813,0.00029999996,-1.1513284051447714,229.10526315789474,-1.1601407704874873,0.18938285,-7.2541933,0.09272197,0.092629574,0.00081885216
1535000,7.0103316,0.427788,0.0003,-1.2162032506312244,231.9,-1.2055604990039552,0.17161213,-7.2338266,0.08038835,0.08031335,0.0008269681
1540000,6.5886197,0.11640772,0.00029999999,-1.208618799744941,241.7058823529412,-1.2086188100716646,0.14450668,-7.1699805,0.068308495,0.068217546,0.0008319607
1545000,7.1550875,-0.44615242,0.00029999999,-1.570918180514127,493.6666666666667,-1.5709181713561218,0.13129759,-7.1338115,0.063238695,0.06311466,0.00083014247
1550000,7.158992,-0.23104501,0.00029999999,-1.4089715489244554,581.375,-1.4089715275913477,0.12434391,-7.10336,0.05999357,0.0602749,0.00081731944
1555000,6.9931,-0.3229757,0.00029999999,-1.2844317670445888,497.0,-1.2844317350536585,0.096111454,-7.0973344,0.046332702,0.046585027,0.00079877285
1560000,6.916723,-0.28108913,0.00029999999,-1.6520949075493263,911.125,-1.6520948661491275,0.08124844,-7.070428,0.03929461,0.0395859,0.0007805476
1565000,6.6563582,-0.34624034,0.00029999999,-1.2382716405725873,286.5882352941176,-1.238271671182969,0.054480817,-7.063663,0.026535386,0.02651007,0.0007659754
1570000,6.8757215,-1.0664514,0.0003,-1.355734772759024,422.9,-1.389824292725987,0.078267835,-7.028725,0.03801478,0.03828256,0.00075536995
1575000,6.868692,-1.5883399,0.00029999999,-1.3756989342426615,361.2857142857143,-1.33485270710662,0.09159028,-6.9545584,0.044682197,0.04402262,0.000743389
1580000,6.888556,-0.83669287,0.00029999999,-1.6607046473848943,472.3333333333333,-1.6607046369463205,0.10474718,-6.8733053,0.050209254,0.04978725,0.00072818133
1585000,6.7914495,-1.4838291,0.00029999999,-1.4624094947357662,614.0,-1.4624095084145665,0.09563488,-6.85946,0.045965143,0.04572153,0.00071580056
1590000,6.4560356,-1.707808,0.0003,-1.349667695176322,628.0,-1.3496676981449127,0.06529947,-6.7798066,0.030697102,0.03079777,0.00070904556
1595000,6.516911,-1.6453322,0.00029999996,-3.1965919068315998,1335.0,-3.196592029184103,0.041766204,-6.688722,0.01977617,0.019728683,0.0007059772
1600000,6.4880304,-1.7498487,0.00029999999,None,None,None,0.040149424,-6.642362,0.018665645,0.018445993,0.0007045298
1605000,6.595754,-1.7698301,0.00029999999,None,None,None,0.015394374,-6.574338,0.0067630014,0.006787072,0.0007017982
1610000,6.497135,-1.6416471,0.00029999999,None,None,None,0.010742789,-6.4851475,0.0044373074,0.004349058,0.0006989286
1615000,6.6072083,-1.7249622,0.00029999999,None,None,None,0.005795773,-6.500162,0.0025140843,0.0025077227,0.0006929966
1620000,6.424478,-1.5376348,0.00029999996,None,None,None,0.0035772903,-6.4967356,0.0015527925,0.0015286596,0.00068813626
1625000,6.5979195,-1.4977213,0.00029999999,-8.044742252328433,4981.0,-8.044742154888809,0.002797959,-6.470127,0.0012998029,0.0012727788,0.0006851238
1630000,6.4287124,-1.5087432,0.00029999999,-6.105507592379581,4981.0,-6.105507672764361,0.0034358117,-6.4747605,0.0016004104,0.0016115983,0.00067894364
1635000,6.526847,-1.2503527,0.00029999999,-2.7579391672625206,1434.5,-2.7579391710460186,0.0030283828,-6.4583483,0.0013871109,0.0014236808,0.0006725704
1640000,6.4439073,-0.8675094,0.00029999999,-3.863149327575229,2666.5,-6.659926429390907,0.012046552,-6.4212255,0.0058145877,0.005840706,0.00066786795
1645000,6.5654144,-0.4012464,0.0003,-4.6790179671105845,2780.0,-4.377964128429691,0.018311467,-6.4093437,0.008725229,0.008749748,0.00065834715
1650000,5.907866,-1.0152104,0.00029999999,-1.5064926892227959,587.25,-1.5064927078783512,0.0439286,-6.3752823,0.02113075,0.021137878,0.00065086246
1655000,6.146624,-1.244804,0.00029999996,-1.9947573745674971,627.0,-1.9947573741277058,0.05365492,-6.339892,0.025894845,0.025930746,0.0006619825
1660000,5.760247,-0.93056226,0.00029999999,-1.404889520424019,284.14285714285717,-1.404889506953103,0.055027764,-6.29962,0.026425363,0.026591174,0.0006758088
1665000,5.7779922,-0.97773683,0.00029999999,-2.062158454688923,742.8235294117648,-2.111931435763836,0.06302803,-6.2735486,0.028673729,0.028711367,0.00069337175
1670000,5.77037,-0.53839386,0.00029999996,-1.6773521362338215,418.0,-1.6399374983527444,0.06388716,-6.1608086,0.028092392,0.02826295,0.0007157731
1675000,5.885764,-0.6173852,0.00029999996,-1.5241091689612303,359.22222222222223,-1.524109164873759,0.06294746,-6.1072845,0.029060775,0.029033393,0.0007255601
1680000,5.682961,-0.96316993,0.0003,-1.7676293030381203,475.1,-1.7676293127238751,0.08973619,-6.083078,0.039646503,0.039830774,0.00073163677
1685000,6.2918916,-0.7784684,0.00029999999,-1.1305084175962423,238.85714285714286,-1.1747494811813037,0.09354512,-6.0689387,0.042309865,0.04154489,0.0007394463
1690000,6.4184904,-1.0097177,0.0003,-1.9200568929081783,615.5,-1.5683919390042622,0.0630602,-6.1053624,0.029464412,0.029264582,0.0007578163
1695000,6.367111,-1.4478978,0.00029999996,-1.6400801044655964,602.5,-1.6400800570845604,0.051605713,-6.216604,0.022390993,0.022136318,0.0007722313
1700000,6.2019176,-0.9699169,0.00029999999,-1.4000993299608429,493.1111111111111,-1.4000993288225598,0.05528911,-6.280467,0.02646744,0.02652254,0.0007599277
1705000,6.0816345,-1.3649548,0.00029999999,-2.1223358982242644,1222.5,-2.1223359256982803,0.05312545,-6.298353,0.025756376,0.025797643,0.00073091267
1710000,5.730766,-1.3580731,0.00029999999,-2.729839393932542,1315.4545454545455,-2.729839400134303,0.0549583,-6.2415247,0.02629549,0.02622124,0.00070429035
1715000,6.046094,-1.6965364,0.0003,-1.7046539430506527,680.0,-1.568606048822403,0.052189335,-6.150671,0.02467655,0.024667507,0.00068465155
1720000,5.728913,-1.1970358,0.00029999999,-1.4036891381588898,553.2857142857143,-1.5093336757272482,0.058156297,-6.042041,0.027051657,0.026988622,0.00067772495
1725000,5.9783826,-1.735963,0.00029999999,-1.7019552174955606,572.2,-1.7019552156329154,0.06333942,-6.0146976,0.029551504,0.02965763,0.0006712475
1730000,5.6927037,-1.4963169,0.0003,-1.7956998930797756,715.5,-1.795699870834748,0.054295063,-5.908991,0.025581475,0.02565754,0.00066594925
